Date,Close,High,Low,Open,Volume
2024-01-02,87.67017364501953,88.45665927904801,86.62461105477628,88.45665927904801,19600
2024-01-03,86.97621154785156,87.36482696904196,86.18047117532795,87.12425955172449,18800
2024-01-04,87.72569274902344,88.10506049730286,87.21679357511731,87.31857482176213,27400
2024-01-05,87.58690643310547,89.07659900785322,87.0317334306249,87.0687454347448,20100
2024-01-08,87.92925262451172,88.3641348364437,87.50362517817682,87.59615165619435,16000
2024-01-09,86.95771789550781,87.94776607902854,86.76340310588955,87.67017957327509,29500
2024-01-10,87.60540771484375,87.89224191872711,86.9762177719928,86.9762177719928,17500
2024-01-11,87.17977905273438,87.41109877764215,86.31001462809944,87.21679105583775,29400
2024-01-12,87.42959594726562,87.91074489911193,86.53207433956385,86.79115834557504,17900
2024-01-15,87.54989624023438,87.83673045395024,86.55984805232808,87.41110298674285,17200
2024-01-16,86.60611724853516,87.8922545570584,86.0231939912142,87.8922545570584,26000
2024-01-17,86.17121887207031,86.40253859024229,85.56979325227724,85.81961544180324,60500
2024-01-18,86.45806884765625,86.643121817141,85.96767212513522,86.23599681309261,34500
2024-01-19,86.40254211425781,86.46731135561494,85.46801549743606,86.0694411417589,26800
2024-01-22,85.12564849853516,86.18972051663023,84.2003697105076,85.99541281826248,42100
2024-01-23,85.82887268066406,85.82887268066406,84.55198328159248,84.55198328159248,26400
2024-01-24,85.44949340820312,86.06942849284576,85.07938048656146,86.06942849284576,35000
2024-01-25,86.96696472167969,87.90149841831503,86.05094055687682,86.05094055687682,33700
2024-01-26,85.47726440429688,87.33707701698253,85.47726440429688,86.30076208139631,30200
2024-01-29,86.22673034667969,86.5783337359333,85.03311989302524,85.58828574001605,41300
2024-01-30,86.07868957519531,86.74489147118479,85.48651168083074,85.48651168083074,29100
2024-01-31,85.11640930175781,86.90219797164275,84.96836833944165,85.60680601961481,44800
2024-02-01,86.3932876586914,86.5598381319297,85.34771805362764,85.59754729314373,35100
2024-02-02,87.32781982421875,87.33707458980479,85.45875955695071,85.69933404696347,33300
2024-02-05,86.31925201416016,86.82815107090471,86.10643480399386,86.82815107090471,38000
2024-02-06,87.27230072021484,87.29080319108775,86.60609881971195,86.62460834990223,26100
2024-02-07,86.98546600341797,87.24454294995641,86.74489152763913,86.98546600341797,25200
2024-02-08,85.40324401855469,87.19828025741657,85.19042676863249,86.83742205655004,61800
2024-02-09,84.84807586669922,85.12566237207452,84.30216468126403,84.97761435338954,50700
2024-02-12,85.34772491455078,85.77335236719341,84.5889964886543,84.83882574825363,36100
2024-02-13,84.12635040283203,85.00536953604907,83.38613156673682,84.48720858553337,72200
2024-02-14,83.8025131225586,84.59825357389167,82.96051295992174,84.16337134359127,73000
2024-02-15,85.61605072021484,85.85662519742809,83.49716131008124,83.49716131008124,50800
2024-02-16,84.54273986816406,85.79186503385534,84.36693460937823,85.09790582410263,37600
2024-02-20,83.95055389404297,85.39398665356894,83.88578465635443,84.52422226805075,25700
2024-02-21,85.32921600341797,85.41248771078878,84.20962945086731,84.30215592327399,29700
2024-02-22,86.4395523071289,86.4673095443694,84.20037908503778,85.61605465884483,38500
2024-02-23,84.04308319091797,86.84667709539109,84.03382842541805,85.79185972656592,66500
2024-02-26,83.09929656982422,84.54273646840039,82.09074594734703,84.54273646840039,34800
2024-02-27,84.25588989257812,84.32065912975968,82.7199306711369,83.7469907602424,38300
2024-02-28,83.44164276123047,84.43169079835631,83.31210429351808,84.2466378614292,30200
2024-02-29,83.02527618408203,83.98755999752731,82.85872570496312,83.46015132353703,95800
2024-03-01,83.46015167236328,83.82100986874288,82.50711556093422,83.23808671904914,32900
2024-03-04,83.04376983642578,83.69146215348455,82.62739721250469,83.69146215348455,26500
2024-03-05,81.4985580444336,83.73773103647679,81.4708008100448,83.3768728707887,31500
2024-03-06,82.44234466552734,83.0715345700395,81.84091199720702,81.84091199720702,45400
2024-03-07,82.69216918945312,83.51566675961665,81.73912609226034,82.544121192458,43700
2024-03-08,82.6644058227539,82.84021105632833,82.09073747625571,82.67366058749917,31400
2024-03-11,82.84021759033203,83.37688103881263,82.60889786867497,83.20107579137161,23100
2024-03-12,83.15481567382812,83.59894558400835,82.51637098621171,83.0160224296527,29300
2024-03-13,84.01531982421875,84.45019494054024,82.84021176758016,83.24733670806184,47100
2024-03-14,83.73773956298828,84.61675168495003,81.88718178259074,84.32991748797008,119200
2024-03-15,81.79464721679688,82.9512457151698,78.33410648627384,82.71992601549522,225500
2024-03-18,82.33131408691406,82.9327396839818,80.62879735465415,81.71137190055683,80900
2024-03-19,82.1185073852539,83.50642581993425,82.10925261908028,82.12776215142755,54500
2024-03-20,82.52562713623047,82.74769209504632,81.60034823862705,81.66511747908659,68400
2024-03-21,81.25798034667969,82.81244894443391,81.13769664934347,82.525614788077,39600
